ts,session,callsign,icao24,lat,lon,alt_ft,speed_kts,heading_deg,vs_fpm,flight_state,risk_level,prob_success,best_cell_prob,best_cell_color,best_cell_dist_nm,n_green_cells,n_yellow_cells,n_red_cells,top_option,wx_source,wx_confidence,wx_ceiling_ft,wx_wind_kts,wx_wind_dir_deg,wx_visibility_sm,terrain_live,tick_ms,n_runways_near,crowd_ready,runway_ready
2026-04-10T10:30:54Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,765,0,False,False
2026-04-10T10:30:56Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,623,0,False,False
2026-04-10T10:30:58Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,False,False
2026-04-10T10:31:00Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,649,0,False,False
2026-04-10T10:31:02Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,False,False
2026-04-10T10:31:04Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,False,False
2026-04-10T10:31:06Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,613,0,False,False
2026-04-10T10:31:09Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,False,False
2026-04-10T10:31:13Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.854,#2cb64f,0.85,47,34,0,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2582,0,False,False
2026-04-10T10:31:15Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1338,0,True,False
2026-04-10T10:31:18Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,644,0,True,False
2026-04-10T10:31:20Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,645,0,True,False
2026-04-10T10:31:22Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,601,0,True,False
2026-04-10T10:31:24Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,613,0,True,False
2026-04-10T10:31:26Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,607,0,True,False
2026-04-10T10:31:28Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:31:30Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,629,0,True,False
2026-04-10T10:31:32Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:31:35Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,899,0,True,False
2026-04-10T10:31:37Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:31:39Z,a46f16ce-2102-4731-9410-9ad81165cc8d,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,611,0,True,False
2026-04-10T10:31:50Z,ce4468b8-f1c8-47dd-8281-22eb7f9c9217,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2526,0,True,False
2026-04-10T10:31:52Z,ce4468b8-f1c8-47dd-8281-22eb7f9c9217,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:31:54Z,ce4468b8-f1c8-47dd-8281-22eb7f9c9217,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,692,0,True,False
2026-04-10T10:31:59Z,3f9b343f-9946-4b38-9a4f-110fcf7ea184,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,951,0,True,False
2026-04-10T10:32:01Z,3f9b343f-9946-4b38-9a4f-110fcf7ea184,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,618,0,True,False
2026-04-10T10:32:11Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,641,0,True,False
2026-04-10T10:32:13Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,747,0,True,False
2026-04-10T10:32:15Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,607,0,True,False
2026-04-10T10:32:17Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:32:20Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:32:23Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,2134,0,True,False
2026-04-10T10:32:25Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:32:27Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,599,0,True,False
2026-04-10T10:32:30Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,621,0,True,False
2026-04-10T10:32:32Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,824,0,True,False
2026-04-10T10:32:34Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,600,0,True,False
2026-04-10T10:32:37Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1142,0,True,False
2026-04-10T10:32:39Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,618,0,True,False
2026-04-10T10:32:42Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1367,0,True,False
2026-04-10T10:32:44Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,614,0,True,False
2026-04-10T10:32:46Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,653,0,True,False
2026-04-10T10:32:48Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:32:50Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,603,0,True,False
2026-04-10T10:32:52Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,617,0,True,False
2026-04-10T10:32:54Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,600,0,True,False
2026-04-10T10:32:57Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,836,0,True,False
2026-04-10T10:32:59Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,638,0,True,False
2026-04-10T10:33:01Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,599,0,True,False
2026-04-10T10:33:03Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,614,0,True,False
2026-04-10T10:33:05Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,605,0,True,False
2026-04-10T10:33:07Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:33:10Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,945,0,True,False
2026-04-10T10:33:12Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,602,0,True,False
2026-04-10T10:33:14Z,2cfa63d6-4923-4a32-8127-7f6d39910f88,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,690,0,True,False
2026-04-10T10:33:18Z,3e93cfff-5a8f-4bd3-804d-10469a37bea0,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:33:25Z,3e93cfff-5a8f-4bd3-804d-10469a37bea0,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5545,0,True,False
2026-04-10T10:33:27Z,3e93cfff-5a8f-4bd3-804d-10469a37bea0,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:33:31Z,171a4a34-7a4e-4203-88b3-5407e759e1bd,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:33:33Z,171a4a34-7a4e-4203-88b3-5407e759e1bd,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,692,0,True,False
2026-04-10T10:33:35Z,171a4a34-7a4e-4203-88b3-5407e759e1bd,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,631,0,True,False
2026-04-10T10:33:40Z,8e95a6ee-0ce6-45ad-98aa-93d352b912c8,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1181,0,True,False
2026-04-10T10:33:46Z,93971efb-184d-46be-bef0-bf2636f8de06,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,616,0,True,False
2026-04-10T10:33:48Z,93971efb-184d-46be-bef0-bf2636f8de06,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:33:52Z,bf6f7149-1deb-4535-81ac-fb91fe00493e,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,612,0,True,False
2026-04-10T10:33:54Z,bf6f7149-1deb-4535-81ac-fb91fe00493e,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,625,0,True,False
2026-04-10T10:33:56Z,bf6f7149-1deb-4535-81ac-fb91fe00493e,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,606,0,True,False
2026-04-10T10:34:03Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,618,0,True,False
2026-04-10T10:34:05Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,608,0,True,False
2026-04-10T10:34:08Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1525,0,True,False
2026-04-10T10:34:11Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,605,0,True,False
2026-04-10T10:34:13Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,626,0,True,False
2026-04-10T10:34:15Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,667,0,True,False
2026-04-10T10:34:17Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:34:24Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5539,0,True,False
2026-04-10T10:34:26Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,609,0,True,False
2026-04-10T10:34:28Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,616,0,True,False
2026-04-10T10:34:30Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,605,0,True,False
2026-04-10T10:34:33Z,4924848a-1b69-4d23-9e1b-4b80ab3c7969,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,830,0,True,False
2026-04-10T10:36:30Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,722,0,True,False
2026-04-10T10:36:32Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,618,0,True,False
2026-04-10T10:36:35Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,665,0,True,False
2026-04-10T10:36:37Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,822,0,True,False
2026-04-10T10:36:39Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,596,0,True,False
2026-04-10T10:36:41Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,627,0,True,False
2026-04-10T10:36:43Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,654,0,True,False
2026-04-10T10:36:45Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,625,0,True,False
2026-04-10T10:36:48Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1156,0,True,False
2026-04-10T10:36:50Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,624,0,True,False
2026-04-10T10:36:52Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,679,0,True,False
2026-04-10T10:36:55Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:36:57Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,598,0,True,False
2026-04-10T10:36:59Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,658,0,True,False
2026-04-10T10:37:01Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,600,0,True,False
2026-04-10T10:37:03Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:37:05Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,651,0,True,False
2026-04-10T10:37:07Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,585,0,True,False
2026-04-10T10:37:09Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,661,0,True,False
2026-04-10T10:37:12Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,616,0,True,False
2026-04-10T10:37:14Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,765,0,True,False
2026-04-10T10:37:21Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,5532,0,True,False
2026-04-10T10:37:23Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,610,0,True,False
2026-04-10T10:37:25Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,613,0,True,False
2026-04-10T10:37:27Z,cc724b99-e35c-430e-ae70-ff95d6876723,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,615,0,True,False
2026-04-10T10:37:32Z,ef5ee8af-8830-47c5-a76c-10830fad441c,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,788,0,True,False
2026-04-10T10:37:35Z,ef5ee8af-8830-47c5-a76c-10830fad441c,,,28.6139,77.209,5000,100,90,,,MODERATE,0.631,0.828,#2cb64f,1.6,42,32,7,PRIMARY,open-meteo,approx,,7.7,304,15.0,True,1081,0,True,False
